,0,type,content,3,4,5,6,7,8,9,10,11,12,13
464,9622.json,1,women graduat colleg men .,"education,women",mitch-mcconnell,Senate minority leader,Kentucky,republican,7,6,5,7,0,remarks to voters in Kentucky
465,9995.json,1,"<num> peopl right waitlist financial-bas assist tech colleg univers , tech school .","education,state-budget",mary-burke,Madison school board member,Wisconsin,democrat,5,5,11,8,3,an interview
466,7344.json,0,tax small busi rate higher corpor .,"corporations,small-business,taxes",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,an interview
467,5840.json,0,"say stimulus bill sent tax credit oversea , half billion electr car compani creat hundr job finland .","corporations,energy,environment,message-machine-2012,stimulus",americans-prosperity,,,none,6,7,2,1,2,a TV ad
468,1576.json,1,health insur compani ' cost <num> percent health care spend .,health-care,americas-health-insurance-plans,Trade group representing the health insurance industry,"Washington, D.C.",none,0,0,2,0,0,an advertisement
469,13127.json,1,say donald trump suggest would tri negoti nation debt .,"candidates-biography,debt,deficit,economy,federal-budget",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a Presidential debate
470,12098.json,1,"say donaldtrump got , know , $ <num> billion worth free media . got , like , none .",elections,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,"an interview on NBC's ""Meet the Press"""
471,12272.json,1,"withdrew <date> , poll show least <num> percent support said , oh , werent go support sen. obama .",polls,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a town hall on ABC's 'Good Morning America'
472,5993.json,0,say larri taylor gave in-stat tuition illeg immigr .,"education,immigration",conservative-voters-texas-pac,,,none,0,0,0,0,1,whylarrywhy.com
473,9285.json,0,"attack u.s. diplomat mission benghazi , libya , ambassador bodi drag street .","foreign-policy,terrorism",laura-ingraham,Political commentator and radio talk show host,,none,2,5,1,0,1,"a broadcast of ABC's ""This Week"""
474,7165.json,0,increas current state budget greater inflat rate rate popul growth georgia .,state-budget,libertarian-party-georgia,,,libertarian,0,1,1,0,0,a press release
475,11025.json,0,six thousand peopl sought addict treatment expand medicaid .,"bipartisanship,drugs,medicaid",maggie-hassan,Candidate for governor,New Hampshire,democrat,1,2,2,4,0,her State of the State speech in Nashua
476,7577.json,1,"student leav high school go communiti colleg , <num> - <num> percent pay take remedi math .","children,education",deborah-gist,Commissioner of education,Rhode Island,state-official,0,0,0,1,0,"an appearance on ""A Lively Experiment."""
477,2719.json,0,"<num> ( new texa ) job , public-sector job minimum-wag job .","economy,jobs",bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,an interview
478,3631.json,0,fact cost run school august .,education,kathleen-angelucci,Cobb County School Board member,Georgia,republican,1,0,0,0,0,a newspaper article
479,7211.json,0,problem rais tax rate wealthiest american half small busi owner .,"deficit,federal-budget,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news conference
480,1480.json,0,"franklin roosevelt never alloc <num> percent gdp feder spend , percentag barack obama project drop <num> percent .","federal-budget,pundits",glenn-beck,,,none,5,7,7,2,6,a commentary on Fox News Channel's 'Glenn Beck Program'
481,1512.json,0,fifty-seven rubio <num> idea ultim becam law .,"candidates-biography,florida",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,his campaign Web site
482,10517.json,0,"ninety-six percent fail school spend $ <num> averag annual per student expenditur , <num> percent spend consider .",education,nathan-deal,,,republican,9,5,11,11,0,an interview
483,5723.json,0,<num> <num> hous democrat member communist parti . ... call congression progress caucus .,candidates-biography,allen-west,"U.S. representative, Florida District 22",Florida,republican,6,9,3,1,4,"a town hall meeting in Jensen Beach, Fla."
484,7378.json,0,"militari spend cut , known sequest , presid barack obama idea .","federal-budget,military",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,the Republican response to the State of the Union
485,531.json,1,"georg bush , republican congress , presid <num> percent increas size domest govern spend last seven year .",federal-budget,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"a comment by McCain campaign adviser Carly Fiorina on MSNBC's ""Morning Joe"""
486,474.json,0,clinton aid admit ( gas tax holiday ) wo n't much would help polit .,energy,barack-obama,President,Illinois,democrat,70,71,160,163,9,in a television ad
487,2250.json,0,bill mccollum back jim greer effort hide financi irregular .,"ethics,message-machine,transparency",rick-scott,Governor,Florida,republican,28,23,38,34,7,a TV ad.
488,126.json,1,"first , favor plan , 's attack .",iraq,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,
489,10646.json,0,creflo dollar need $ <num> million gulfstream g <num> carri thousand pound food suppli -- well word god -- worldwid .,"religion,transparency",juda-engelmayer,New York publicist,Georgia,none,0,0,0,0,1,interviews
490,1823.json,1,halliburton gave dick cheney $ <num> million payout left compani join presidenti ticket .,"candidates-biography,corporations,energy,environment,oil-spill,pundits",chris-matthews,Host of MSNBC's Hardball,,none,1,2,2,1,0,an interview with Jay Leno on NBC's The Tonight Show
491,9731.json,0,aboard florida <num> percent privat ventur . state money involv .,"state-budget,transportation",rick-scott,Governor,Florida,republican,28,23,38,34,7,a TV interview
492,9594.json,0,fox news ban canada violatesa law thatprev news channel lie viewer .,"ethics,foreign-policy",facebook-posts,Social media posting,,none,14,18,15,11,36,posts on Facebook
493,12026.json,0,end stop frisk,public-safety,jim-kenney,Philadelphia Mayor,Pennsylvania,democrat,1,0,1,0,0,Philadelphia Mayor Jim Kenney clarified his stance on stop and frisk to the Al Día editorial board.
494,5971.json,0,say presid barack obama there lowest discretionari spend weve decad unit state .,federal-budget,cory-booker,U.S. senator,New Jersey,democrat,0,4,2,8,0,a roundtable discussion on NBC’s “Meet The Press”
495,6857.json,0,"one year , ( presid obama ) provid $ <num> billion break green energi world solar wind , solyndra fisker tesla ener <num>","candidates-biography,corporations,debates,energy,environment,stimulus",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,the first presidential debate in Denver
496,3112.json,0,say <num> texan drive temporari driver licens lack photo .,"crime,elections,legal-issues",mario-gallegos,Retired firefighter,Texas,democrat,0,0,1,0,0,a Texas Senate committee meeting.
497,11832.json,0,youv tremend deceiv peopl say earth flat .,"corrections-and-updates,science,space",bob,Hip hop artist,,none,0,0,0,0,1,in a Jan. 25 tweet
498,2337.json,0,jennif carrol outsid .,"candidates-biography,elections",rick-scott,Governor,Florida,republican,28,23,38,34,7,a press conference.
499,10853.json,0,hedg fund manag pay less tax nurs truck driver .,"economy,income,jobs,taxes",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"an appearance in Mason City, Iowa"
500,9050.json,1,say presid barack obama approv rate gain <num> point last coupl month .,polls,dan-pfeiffer,Adviser to President Barack Obama,,democrat,0,0,0,1,0,"an interview on ""Meet the Press"""
501,9427.json,1,"citi milwauke , weve still got mayor polic chief furlough polic offic time violenc across citi .","city-budget,crime",robin-vos,Wisconsin Assembly speaker,Wisconsin,republican,0,3,2,5,1,a radio interview
502,2830.json,0,propos reduc deficit involv larg tax cut top bracket .,"federal-budget,taxes,abc-news-week",paul-krugman,New York Times columnist,,none,0,2,3,4,0," ""This Week with Christiane Amanpour"""
503,9756.json,0,say mitch mcconnel vote two time violenc women act .,"crime,criminal-justice,message-machine-2014,women",alison-lundergan-grimes,Secretary of State,Kentucky,democrat,2,2,3,1,0,a campaign ad
504,6532.json,1,"new run mate , congressman ryan , put forward plan would let governor romney pay less <num> percent tax year .",taxes,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at Windham High School in New Hampshire
505,4805.json,0,wisconsin law say recal petit signer must sign presenc anoth person .,elections,kurt-schuller,State treasurer,Wisconsin,republican,0,1,0,0,0,a tweet
506,3648.json,0,"earli vote miami-dad counti , trickl two three peopl day high cost keep public librari poll open .","elections,florida",miguel-diaz-de-la-portilla,State Senator District 36,Florida,republican,0,1,0,0,0,a Senate Rules Committee meeting
507,4994.json,0,never lobbi circumst freddi mac .,"campaign-finance,ethics",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a debate in Iowa
508,4715.json,0,"say mitt romney hous polici , dont tri stop foreclosur process . let run cours hit bottom .","housing,message-machine-2012",democratic-national-committee,,,none,8,2,10,8,0,a campaign ad
509,526.json,0,"year offic , sen. obama accumul liber vote record senat .",candidates-biography,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a speech in New Orleans
510,8673.json,1,"whether amend pass , medic use marijuana feder crimin offens .","criminal-justice,drugs,health-care,marijuana,states",pam-bondi,,Florida,republican,2,2,0,4,0,an initial brief to the Florida Supreme Court
511,9273.json,0,jule bailey instrument creat busi energi tax credit let compani like wal-mart profit $ <num> million cost oregon general fund $ <num> million .,"state-finances,taxes",brian-wilson,Self-employed financial consultant,Oregon,none,0,0,0,0,1,a campaign email
512,9973.json,0,"base current trend , <num> million girl marri next <num> year children .",women,emma-watson,,,none,0,0,2,0,0,a speech at the UN
513,3.json,1,"new mexico <num> th teacher pay ( elect ) , re <num> th .",education,bill-richardson,Governor,New Mexico,democrat,1,2,3,8,1,a TV ad.
514,9197.json,0,"big wall street bank , big corpor give mani time polit donat democrat republican .","campaign-finance,corporations,elections",jim-demint,"President, Heritage Foundation",South Carolina,republican,4,4,0,0,1,an interview
515,9610.json,0,david perdu never vote republican primari name ballot .,voting-record,jack-kingston,U.S. Representative,Georgia,republican,3,1,4,3,0,Friends of Jack Kingston flyer
516,1150.json,0,"n't count illeg alien , peopl qualifi insur , peopl make $ <num> year , leav <num> million peopl uninsur .",health-care,orrin-hatch,U.S. Senator,Utah,republican,2,0,1,0,0,an interview on Fox News
517,2087.json,1,war afghanistan offici longest war american ever ask endur .,"afghanistan,history,military",dennis-kucinich,U.S. representative,Ohio,democrat,1,3,4,6,0,a statement posted to his website
518,7051.json,0,say jimrenacci consist vote loophol encourag outsourc job .,"financial-regulation,taxes,trade,voting-record",betty-sutton,U.S. representative from Ohio's 13th District,Ohio,democrat,0,2,1,2,1,a debate
519,8035.json,0,say texa legal shoot someon whos commit public nuisanc cover dark .,"guns,legal-issues",robert-reich,Economics professor at the University of California (Berkeley),California,democrat,0,1,0,1,0,a blog post
520,1329.json,0,small busi receiv feder tax credit `` provid health care employe ... would bar stupak amend allow employe use ... health care offer abort . '',"abortion,health-care",ed-rendell,Governor,Pennsylvania,democrat,1,0,0,0,1,the 'Rachel Maddow Show'
521,1574.json,1,individu small busi hit increas health insur premium high <num> percent .,health-care,americans-united-change,,,none,1,4,4,1,0,a recorded phone message
522,6745.json,1,say barack obama comment indic believ redistribut wealth .,"government-efficiency,message-machine-2012",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a speech
523,4289.json,0,"say <num> portland household year-long ( compost ) pilot , <num> percent particip report satisfi overal system .",polls,sam-adams,Mayor of Portland,Oregon,democrat,3,2,5,2,0,an article on his website
524,4383.json,0,say oregon state employe receiv catch-up pay rais <num> -- two year agre take rais exchang retir benefit .,"labor,retirement,unions",dennis-richardson,state representative,Oregon,republican,0,4,1,2,0,a press briefing
525,12089.json,1,"pennsylvania , annual cost infant childcar $ <num> per child , famili pay rent almost cost in-stat colleg tuition .","children,families,poverty",katie-mcginty,,Pennsylvania,democrat,1,0,0,1,1,
